update,global_step,mean_training_return_last_20,mean_training_length_last_20,policy_loss,value_loss,entropy,total_loss,clip_fraction,eval_mean_return,eval_std_return,eval_min_return,eval_max_return,rolling_training_return,rolling_eval_return
1,1024,23.4,23.4,-0.00592265569139272,73.31186739603679,0.6924174676338831,36.64308738708496,0.0048828125,45.9,4.657252408878007,35.0,52.0,23.4,45.9
2,2048,26.05,26.05,-0.0029514708245793977,81.41206137339275,0.6895463317632675,40.69618352254232,0.0,,,,,24.725,45.9
3,3072,26.95,26.95,-0.0032823116440946856,70.70059410730998,0.6848422015706698,35.340166330337524,0.047526041666666664,,,,,25.46666666666667,45.9
4,4096,25.25,25.25,-0.0062899513480563956,64.12238804499309,0.6865801438689232,32.048038403193154,0.11149088541666667,,,,,25.4125,45.9
5,5120,24.2,24.2,7.800598784039418e-05,51.37480020523071,0.6858208601673444,25.680619557698567,0.0,,,,,25.169999999999998,45.9
6,6144,33.2,33.2,-0.006602920824661851,65.35916248957317,0.6877487550179163,32.66610097885132,0.10302734375,,,,,26.508333333333336,45.9
7,7168,25.85,25.85,-0.0031160565946872034,48.160648345947266,0.6847107335925102,24.070361057917278,0.043294270833333336,,,,,26.414285714285715,45.9
8,8192,24.05,24.05,-0.005744624805326263,39.209789752960205,0.6885145256916682,19.592264890670776,0.07340494791666667,,,,,26.11875,45.9
9,9216,24.8,24.8,-0.0039923042835046845,49.75512091318766,0.6773040741682053,24.86679490407308,0.03466796875,,,,,25.97222222222222,45.9
10,10240,24.6,24.6,-0.004137667206426461,52.234155813852944,0.6791839425762495,26.10614824295044,0.025390625,37.6,5.642694391866354,29.0,47.0,25.835,45.07
11,11264,29.6,29.6,-0.004126618732698262,57.877522468566895,0.6720526988307635,28.9279142220815,0.021809895833333332,,,,,26.177272727272726,44.39090909090909
12,12288,34.2,34.2,-0.0007774852371464173,63.74472204844157,0.6747829988598824,31.864835739135742,0.0003255208333333333,,,,,26.84583333333333,43.824999999999996
13,13312,32.55,32.55,-0.0055312827074279385,60.985130627950035,0.6680203825235367,30.480353752772015,0.05517578125,,,,,27.284615384615385,43.34615384615385
14,14336,35.9,35.9,-0.0069901997145886225,69.25940958658855,0.6506611456473669,34.61620783805847,0.11067708333333333,,,,,27.900000000000002,42.93571428571429
15,15360,33.05,33.05,-0.005000361842879404,69.23106829325359,0.6449318652351698,34.604084491729736,0.023111979166666668,,,,,28.243333333333332,42.580000000000005
16,16384,42.4,42.4,-0.0025121503664801517,80.93496926625569,0.647890088458856,40.45849339167277,0.01220703125,,,,,29.128125,42.26875
17,17408,35.45,35.45,-0.0024835735481853285,80.74275875091553,0.6472539578874906,40.362423261006676,0.06266276041666667,,,,,29.5,41.99411764705882
18,18432,45.55,45.55,-0.0014366344160710771,85.97957992553711,0.6500996475418409,42.981852213541664,0.0013020833333333333,,,,,30.391666666666666,41.75
19,19456,56.25,56.25,-0.0009952376130968332,96.48537890116374,0.6544001822670301,48.23515017827352,0.005045572916666667,,,,,31.752631578947366,41.53157894736842
20,20480,45.1,45.1,-0.0027077882356631258,91.44512748718262,0.6402287036180496,45.71345376968384,0.026041666666666668,119.2,20.063897926375123,99.0,163.0,32.42,45.415
21,21504,46.65,46.65,-0.005820637568831444,94.23949178059895,0.6232658723990122,47.1076922416687,0.10384114583333333,,,,,33.582499999999996,49.08
22,22528,69.05,69.05,0.003757341493231555,100.9936974843343,0.6439028307795525,50.49416716893514,0.005533854166666667,,,,,35.7325,52.745000000000005
23,23552,44.0,44.0,1.6625698966284592e-05,98.72804896036784,0.6352944597601891,49.35768795013428,0.020182291666666668,,,,,36.585,56.410000000000004
24,24576,66.65,66.65,-0.0030978776436919966,104.86989911397298,0.6420888726909956,52.42543077468872,0.012532552083333334,,,,,38.655,60.075
25,25600,72.55,72.55,0.0026706522330641747,104.21872742970784,0.6541513353586197,52.10549243291219,0.0026041666666666665,,,,,41.0725,63.739999999999995
26,26624,35.3,35.3,-0.0026247581699863076,111.54744211832683,0.595763735473156,55.765138467152916,0.12174479166666667,,,,,41.1775,67.405
27,27648,68.6,68.6,-0.0006496276085575422,110.75862725575765,0.5956650922695795,55.372707525889076,0.0003255208333333333,,,,,43.315,71.07000000000001
28,28672,106.75,106.75,0.002373252995312214,96.51129500071208,0.6185822064677874,48.25183502833048,0.0615234375,,,,,47.45,74.735
29,29696,74.75,74.75,-0.001038461613158385,107.41552066802979,0.6231322387854258,53.70049079259237,0.06510416666666667,,,,,49.947500000000005,78.4
30,30720,48.35,48.35,-0.006788648393315573,116.18305079142253,0.5895534306764603,58.078841050465904,0.19173177083333334,114.9,5.337602458033007,107.0,125.0,51.135,82.265
31,31744,66.75,66.75,-0.0005676340855037173,86.15844631195068,0.5722193270921707,43.07293367385864,0.008626302083333334,,,,,52.99249999999999,86.13000000000001
32,32768,86.3,86.3,0.0008278053719550371,97.0133883158366,0.6114252060651779,48.50140778223673,0.1435546875,,,,,55.59749999999999,89.99499999999999
33,33792,88.65,88.65,0.0038987916195765138,101.3545872370402,0.6243201717734337,50.67494932810465,0.039388020833333336,,,,,58.402499999999996,93.86
34,34816,74.6,74.6,-0.004314103086168568,103.94143295288086,0.6252544398109118,51.96015008290609,0.10921223958333333,,,,,60.3375,97.72500000000001
35,35840,65.5,65.5,-0.001066005090251565,110.00281842549641,0.6101938039064407,54.994241078694664,0.11653645833333333,,,,,61.959999999999994,101.59
36,36864,62.55,62.55,-0.010041324382958313,123.12780698140462,0.5877765590945879,61.54798460006714,0.040852864583333336,,,,,62.967499999999994,105.455
37,37888,85.35,85.35,0.001791077743594845,91.50714619954427,0.5961309721072515,45.74940315882365,0.010091145833333334,,,,,65.4625,109.32000000000001
38,38912,100.7,100.7,0.00434253391964982,103.8199291229248,0.628753162920475,51.90801922480265,0.0126953125,,,,,68.22,113.18500000000002
39,39936,93.75,93.75,-0.00514848658349365,124.15622965494792,0.6118913516402245,62.06684732437134,0.16569010416666666,,,,,70.095,117.05
40,40960,82.95,82.95,-0.00362079501307259,106.15886878967285,0.6104222312569618,53.06970945994059,0.0021158854166666665,308.1,96.00255204941169,203.0,500.0,71.9875,126.495
41,41984,85.6,85.6,0.0035105537390336394,110.93416627248128,0.622074027856191,55.46437279383341,0.06917317708333333,,,,,73.935,135.94
42,43008,100.85,100.85,-0.004440243433540066,118.93761761983235,0.6099233279625574,59.458268801371254,0.1259765625,,,,,75.525,145.38500000000002
43,44032,107.75,107.75,-0.003701683754722277,108.46967474619548,0.5945142507553101,54.225190003712974,0.22216796875,,,,,78.7125,154.83
44,45056,80.15,80.15,-0.007040058883527915,144.82981618245444,0.5908319602409998,72.40195926030476,0.19596354166666666,,,,,79.3875,164.275
45,46080,99.0,99.0,-0.0040469149049992366,87.07370408376057,0.611854669948419,43.52668603261312,0.10693359375,,,,,80.71000000000001,173.72
46,47104,107.05,107.05,0.0058515425577449305,91.86682828267415,0.5936896006266276,45.9333291053772,0.07112630208333333,,,,,84.2975,183.16500000000002
47,48128,75.0,75.0,0.0001375803646321098,135.8418254852295,0.5998571515083313,67.9150522549947,0.11393229166666667,,,,,84.61749999999999,192.61
48,49152,97.95,97.95,-0.0014341851929202676,87.14699776967366,0.6004825010895729,43.566060384114586,0.0078125,,,,,84.1775,202.055
49,50176,123.0,123.0,0.0054069078372170525,73.5362958908081,0.605201855301857,36.76750302314758,0.029947916666666668,,,,,86.59,211.5
50,51200,120.7,120.7,-0.0032196884276345372,104.20645268758138,0.609497440358003,52.09391196568807,0.11181640625,113.9,5.243090691567332,107.0,123.0,90.20750000000001,211.45000000000005
51,52224,74.55,74.55,-0.004384272072153787,178.50016276041666,0.5948882699012756,89.23974895477295,0.07470703125,,,,,90.5975,211.4
52,53248,82.3,82.3,-0.0037099708958218494,95.89496517181396,0.5920040979981422,47.93785238265991,0.031901041666666664,,,,,90.39750000000001,211.35
53,54272,120.95,120.95,0.0033202218279863396,70.9392147064209,0.6077849964300791,35.46684948603312,0.072265625,,,,,92.0125,211.3
54,55296,48.7,48.7,-0.007315140062322219,228.35945574442545,0.5889091541369756,114.1665226618449,0.08642578125,,,,,90.7175,211.25
55,56320,80.05,80.05,-0.002436728294317921,88.28988297780354,0.5941831022500992,44.13656282424927,0.058430989583333336,,,,,91.44500000000001,211.20000000000005
56,57344,111.05,111.05,0.001965082328145703,88.50947761535645,0.6072335441907247,44.2506316502889,0.05029296875,,,,,93.86999999999999,211.15
57,58368,87.95,87.95,-0.0019232042056197922,139.46481577555338,0.5915592114130656,69.72456852595012,0.061360677083333336,,,,,94.0,211.1
58,59392,88.35,88.35,-0.006168697495013475,102.05941899617513,0.5872582867741585,51.01766840616862,0.00830078125,,,,,93.3825,211.05
59,60416,101.8,101.8,0.0015541330600778263,89.40831438700359,0.5938175444801649,44.69977283477783,0.095703125,,,,,93.785,211.0
60,61440,129.05,129.05,0.0016898686687151592,73.71073770523071,0.6023524726430575,36.85103551546732,0.019694010416666668,111.6,4.152107898405339,105.0,118.0,96.09,201.175
61,62464,137.95,137.95,-0.0009630565764382482,62.99873193105062,0.6151726866761843,31.492250839869182,0.034505208333333336,,,,,98.70750000000001,191.35000000000002
62,63488,99.1,99.1,-0.002873054084678491,151.44479338328043,0.6012479638059934,75.71351099014282,0.06266276041666667,,,,,98.62,181.525
63,64512,91.6,91.6,-0.007546750673403342,107.53978125254314,0.5706565131743749,53.75663741429647,0.17561848958333334,,,,,97.8125,171.7
64,65536,117.8,117.8,-0.0003879182040691376,65.70282808939616,0.5966453005870184,32.84505971272787,0.10791015625,,,,,99.695,161.875
65,66560,98.25,98.25,-0.003943459130823612,161.17379252115884,0.5707979798316956,80.57724459966023,0.13688151041666666,,,,,99.6575,152.05
66,67584,95.25,95.25,-0.009156635496765375,68.53431510925293,0.5708238234122595,34.25229255358378,0.11604817708333333,,,,,99.0675,142.225
67,68608,114.7,114.7,0.0004181554540991783,78.17520141601562,0.5973409737149874,39.08204491933187,0.08610026041666667,,,,,101.0525,132.4
68,69632,120.75,120.75,-0.005300087854266167,107.5851640701294,0.5866604770223299,53.7814154624939,0.07991536458333333,,,,,102.1925,122.575
69,70656,113.95,113.95,-0.002022503836390873,88.79565223058064,0.5825640832384428,44.38997793197632,0.0908203125,,,,,101.74,112.75
70,71680,130.9,130.9,0.0009514824487268925,74.3825478553772,0.5831207434336344,37.18639365832011,0.08756510416666667,154.3,4.980963762164908,148.0,165.0,102.25,114.77000000000001
71,72704,122.4,122.4,-0.003309508707995216,101.2306760152181,0.5480711882313093,50.6065476735433,0.21240234375,,,,,104.6425,116.79
72,73728,143.75,143.75,0.0038563486111039915,54.4639987150828,0.5882301305731138,27.229973355929058,0.01953125,,,,,107.715,118.80999999999999
73,74752,122.5,122.5,0.0022317515298103294,159.47629960378012,0.5826274355252584,79.73455540339152,0.13248697916666666,,,,,107.79249999999999,120.83
74,75776,71.25,71.25,-0.007970082263151804,244.06204668680826,0.5671856502691904,122.01738135019939,0.13216145833333334,,,,,108.92,122.85
75,76800,86.75,86.75,-0.010437267793652913,105.9286880493164,0.5663730973998705,52.948242823282875,0.16780598958333334,,,,,109.255,124.87
76,77824,108.3,108.3,-0.0003788793304314216,43.92858362197876,0.5834659983714422,21.958078106244404,0.0771484375,,,,,109.11749999999999,126.89000000000001
77,78848,47.1,47.1,-0.008556629065424204,296.52689997355145,0.530561617265145,148.24958610534668,0.11409505208333333,,,,,107.075,128.91
78,79872,84.8,84.8,0.0006445553153753281,54.551825841267906,0.5632534424463908,27.27092480659485,0.01904296875,,,,,106.89750000000001,130.93
79,80896,118.65,118.65,0.007116331563641627,80.71162668863933,0.5678321594993273,40.357251485188804,0.16731770833333334,,,,,107.74000000000001,132.95
80,81920,118.25,118.25,-0.005848935882871349,116.5520248413086,0.5564845502376556,58.264598528544106,0.035807291666666664,145.0,6.81175454637056,134.0,157.0,107.2,134.62
81,82944,108.7,108.7,-0.004612492785478632,37.87536462148031,0.5851420238614082,18.927218437194824,0.1259765625,,,,,105.7375,136.29000000000002
82,83968,131.1,131.1,-0.0025882828825463853,57.529430866241455,0.5816370149453481,28.75631093978882,0.09602864583333333,,,,,107.3375,137.96
83,84992,142.45,142.45,0.0034833659883588552,78.1865062713623,0.5716929510235786,39.09101947148641,0.1435546875,,,,,109.88,139.63000000000002
84,86016,103.25,103.25,-0.005090172790611784,191.61482111612955,0.5778387859463692,95.79654216766357,0.049967447916666664,,,,,109.15249999999999,141.3
85,87040,104.85,104.85,-0.006776368245482445,66.8903021812439,0.5770484308401743,33.43260383605957,0.15087890625,,,,,109.4825,142.97
86,88064,121.8,121.8,-0.008242555777542293,76.65238221486409,0.5563589309652647,38.31238547960917,0.23583984375,,,,,110.80999999999999,144.64000000000001
87,89088,146.65,146.65,-0.000646504961575071,38.66870657602946,0.5738284016648928,19.32796827952067,0.08170572916666667,,,,,112.4075,146.31
88,90112,122.55,122.55,-0.00755810256426533,95.26439062754314,0.5513816028833389,47.61912329991659,0.109375,,,,,112.49750000000002,147.98000000000002
89,91136,141.0,141.0,0.0003805698361247778,44.85516611735026,0.5614485343297323,22.422349095344543,0.029947916666666668,,,,,113.85,149.65000000000003
90,92160,136.6,136.6,-0.0007087924362470707,13.12509834766388,0.5609844128290812,6.5562305847803755,0.20768229166666666,168.2,7.560423268574319,156.0,181.0,114.13500000000002,150.345
91,93184,133.35,133.35,-0.00435324409045279,150.18190797170004,0.5890185063083967,75.08070961634319,0.08626302083333333,,,,,114.6825,151.04
92,94208,115.55,115.55,-0.006766569412623842,77.83742396036784,0.5608291923999786,38.90633726119995,0.2604166666666667,,,,,113.27250000000001,151.735
93,95232,126.8,126.8,-0.001362013048492372,17.223783373832703,0.5677350809176763,8.604852298895517,0.12174479166666667,,,,,113.4875,152.43
94,96256,139.95,139.95,-0.00044417478299389285,65.30779806772868,0.5719779605666796,32.647735277811684,0.2001953125,,,,,116.92250000000001,153.125
95,97280,144.35,144.35,-0.003204815904609859,109.49289735158284,0.5881694729129473,54.73736254374186,0.037272135416666664,,,,,119.80250000000001,153.82
96,98304,149.85,149.85,0.00037883990444242954,44.939732710520424,0.5726272463798523,22.464519063631695,0.060546875,,,,,121.88,154.515
97,99328,144.05,144.05,0.0026955190114676952,69.58515357971191,0.5581133514642715,34.78969136873881,0.04736328125,,,,,126.7275,155.21
98,100352,134.5,134.5,-0.0024055835092440248,197.1818141937256,0.581124059855938,98.58269119262695,0.013834635416666666,,,,,129.2125,155.905
99,101376,134.55,134.55,-0.006596645534348984,99.85146268208821,0.5690457796057066,49.91344420115153,0.17366536458333334,,,,,130.0075,156.59999999999997
100,102400,143.4,143.4,-0.004753195370237033,102.71912670135498,0.5529831846555074,51.349281231562294,0.17626953125,355.7,27.254540906058203,323.0,401.0,131.26500000000001,167.135
101,103424,158.55,158.55,-0.0017518860016328592,72.84268315633138,0.5666623065869013,36.41392294565836,0.16585286458333334,,,,,133.7575,177.67
102,104448,148.85,148.85,-0.007526395027525723,121.0611219406128,0.5572120795647303,60.51746225357056,0.16341145833333334,,,,,134.645,188.20499999999998
103,105472,156.6,156.6,-0.0006304545095190406,17.378665804862976,0.5806741888324419,8.682895739873251,0.007649739583333333,,,,,135.35250000000002,198.73999999999998
104,106496,178.45,178.45,0.007496579084545374,50.70804746945699,0.6038148452838262,25.355482061704,0.07845052083333333,,,,,139.1125,209.275
105,107520,158.45,158.45,-0.003304334143952777,154.22455724080405,0.5798721661170324,77.10317754745483,0.0771484375,,,,,141.7925,219.81
106,108544,149.65,149.65,-0.0037111314789702496,119.23646990458171,0.5460213497281075,59.609063148498535,0.17057291666666666,,,,,143.185,230.34499999999997
107,109568,145.0,145.0,-0.003345160085397462,89.04480743408203,0.5673472359776497,44.5133851369222,0.007161458333333333,,,,,143.10250000000002,240.87999999999997
108,110592,142.55,142.55,-0.0032592035519580045,88.90449794133504,0.5564415231347084,44.44342533747355,0.12353515625,,,,,144.1025,251.41499999999996
109,111616,158.2,158.2,0.0007209920440800488,41.424063762029014,0.5758500595887502,20.70699441432953,0.11051432291666667,,,,,144.9625,261.95
110,112640,159.65,159.65,0.0015831378599007924,74.92556428909302,0.5595546637972196,37.45876963933309,0.2809244791666667,180.1,3.2388269481403293,174.0,185.0,146.11499999999998,262.54499999999996
111,113664,156.2,156.2,-0.0047403303906321526,114.50312836964925,0.5640493109822273,57.24118264516195,0.0478515625,,,,,147.2575,263.14
112,114688,158.95,158.95,0.000532827340066433,49.59146801630656,0.5729842831691107,24.790536959966023,0.09293619791666667,,,,,149.42749999999998,263.735
113,115712,170.75,170.75,0.003500216407701373,12.375405192375183,0.5399129937092463,6.185803671677907,0.19742838541666666,,,,,151.625,264.33
114,116736,185.9,185.9,0.010784916734943787,17.36109944184621,0.5698647896448771,8.68563598394394,0.0244140625,,,,,153.92249999999999,264.925
115,117760,164.7,164.7,-4.13846573792398e-05,185.7248420715332,0.5576303352912267,92.85680405298869,0.08349609375,,,,,154.94,265.52
116,118784,86.05,86.05,-0.007604921391854684,303.8843803405762,0.5392942751447359,151.9291909535726,0.10611979166666667,,,,,151.75,266.115
117,119808,106.1,106.1,0.0004921997897326946,19.55365777015686,0.5549079154928526,9.771771967411041,0.008138020833333334,,,,,149.8525,266.71
118,120832,125.95,125.95,0.004517212122057875,41.13703012466431,0.5454403609037399,20.567578077316284,0.12125651041666667,,,,,149.425,267.305
119,121856,161.7,161.7,0.001117387010405461,63.88696257273356,0.5712858662009239,31.93888549009959,0.049153645833333336,,,,,150.7825,267.9
120,122880,154.7,154.7,-0.004732891529177626,41.06039420763651,0.5635275865594546,20.51982895533244,0.13899739583333334,177.6,6.118823416311343,167.0,188.0,151.3475,258.995
121,123904,151.05,151.05,0.0023489852513497076,43.584145069122314,0.5583901951710383,21.788837492465973,0.072265625,,,,,150.9725,250.09
122,124928,137.7,137.7,-0.00407924473984167,128.32943979899088,0.5615761950612068,64.15502580006917,0.0361328125,,,,,150.415,241.185
123,125952,138.05,138.05,-0.004679466597735882,71.46673615773518,0.5464348842700323,35.723223765691124,0.17122395833333334,,,,,149.4875,232.28000000000003
124,126976,145.55,145.55,-0.001326391356997192,14.401087482770285,0.5740580732623736,7.193476855754852,0.048828125,,,,,147.84250000000003,223.37499999999994
125,128000,151.4,151.4,-0.0013343134972577293,100.09847799936931,0.5586663857102394,50.04231754938761,0.06656901041666667,,,,,147.48999999999998,214.46999999999997
126,129024,159.25,159.25,-0.003326905076391995,39.35389804840088,0.5627516383926073,19.667994419733684,0.1591796875,,,,,147.96999999999997,205.565
127,130048,154.9,154.9,-0.0024051172852826617,74.84612639745076,0.5721181705594063,37.41493741671244,0.035807291666666664,,,,,148.46499999999997,196.66
128,131072,176.0,176.0,0.00029549103540678817,14.812387983004252,0.5657409826914469,7.4008321563402815,0.046875,,,,,150.1375,187.755
129,132096,198.4,198.4,0.009440354304388165,10.258301496505737,0.573128305375576,5.132859776417415,0.08707682291666667,,,,,152.14749999999998,178.85
130,133120,193.2,193.2,0.0035382818120221296,82.48849868774414,0.564730316400528,41.242140452067055,0.0244140625,179.1,3.7802116342871597,172.0,187.0,153.825,178.8
131,134144,202.75,202.75,0.0004750413354486227,48.56623395284017,0.5786386852463087,24.277805765469868,0.04248046875,,,,,156.15249999999997,178.74999999999997
132,135168,123.85,123.85,-0.008373669406864792,305.8357963562012,0.5482695971926054,152.90404224395752,0.12613932291666666,,,,,154.39749999999998,178.7
133,136192,121.75,121.75,-2.6787747628986835e-05,82.07260274887085,0.5523936972022057,41.03075043360392,0.05908203125,,,,,151.9475,178.65
134,137216,131.7,131.7,-0.0009937669383361936,49.25638596216837,0.5801628703872362,24.621397535006206,0.0390625,,,,,149.2375,178.6
135,138240,169.45,169.45,0.0015547207246224086,51.721511363983154,0.5787519365549088,25.856523036956787,0.04736328125,,,,,149.475,178.55
136,139264,188.95,188.95,-0.0007896460980797807,156.99553934733072,0.5414324601491293,78.49156665802002,0.040201822916666664,,,,,154.62,178.5
137,140288,206.55,206.55,-0.0014885953666331868,16.224136034647625,0.5774503176410993,8.104804893334707,0.010091145833333334,,,,,159.64249999999998,178.45
138,141312,190.0,190.0,-0.004339262823729466,111.05812295277913,0.5687917669614156,55.51903486251831,0.14778645833333334,,,,,162.84499999999997,178.4
139,142336,173.25,173.25,-0.003945804860753317,149.93578370412192,0.5507950211564699,74.95843823750813,0.19352213541666666,,,,,163.42249999999999,178.35
140,143360,196.4,196.4,0.0006885263525570432,17.107048471768696,0.5357797568043073,8.548854966958364,0.0361328125,215.5,4.006245124802026,210.0,222.0,165.5075,180.245
141,144384,170.4,170.4,0.000847082973147432,50.0162619749705,0.5531376972794533,25.00344669818878,0.0380859375,,,,,166.475,182.14000000000001
142,145408,215.2,215.2,0.005129717057570815,85.86136563618977,0.571514385441939,42.93009750048319,0.048502604166666664,,,,,170.35,184.035
143,146432,206.45,206.45,-0.005051736137829721,185.757692972819,0.5815744176506996,92.86797841389973,0.1318359375,,,,,173.77,185.93
144,147456,218.6,218.6,0.002791818192539116,20.127328276634216,0.5355943888425827,10.061099906762442,0.035807291666666664,,,,,177.4225,187.825
145,148480,228.6,228.6,0.0006912706109384695,90.9563045501709,0.5550282200177511,45.47329314549764,0.0283203125,,,,,181.2825,189.72
146,149504,195.05,195.05,-0.004881951725110412,83.52086019515991,0.5570328185955683,41.74997822443644,0.04541015625,,,,,183.07250000000002,191.615
147,150528,225.85,225.85,-0.002000740224805971,13.756991604963938,0.5519838655988375,6.870975156625112,0.068359375,,,,,186.62,193.51
148,151552,210.6,210.6,0.0025126254186034203,13.597753643989563,0.5757782732446989,6.795631647109985,0.11962890625,,,,,188.35,195.405
149,152576,101.6,101.6,0.0011470118382324774,385.87342071533203,0.539267610758543,192.93246459960938,0.07047526041666667,,,,,183.51,197.3
150,153600,92.8,92.8,-0.008738706121221185,44.24968640009562,0.546041451394558,22.110643982887268,0.18619791666666666,437.5,28.175343831087492,390.0,488.0,178.49,210.21999999999997
