update,global_step,mean_training_return_last_20,mean_training_length_last_20,policy_loss,value_loss,entropy,total_loss,clip_fraction,eval_mean_return,eval_std_return,eval_min_return,eval_max_return,rolling_training_return,rolling_eval_return
151,154624,123.0,123.0,-0.0009107366980363926,118.85686588287354,0.5704980914791425,59.42181793848673,0.029459635416666668,,,,,174.5025,223.14000000000001
152,155648,165.55,165.55,-0.008954125999783477,129.92711035410562,0.5621304288506508,64.94897921880086,0.027994791666666668,,,,,176.58749999999998,236.06
153,156672,184.35,184.35,-0.0009841051263113816,13.293006579081217,0.5424849515159925,6.6400943994522095,0.033365885416666664,,,,,179.71750000000003,248.98000000000002
154,157696,188.9,188.9,0.0026526357978582382,49.37140544255575,0.5596123362580935,24.682759165763855,0.07340494791666667,,,,,182.5775,261.9
155,158720,194.65,194.65,-0.006617918222521742,49.48228367169698,0.5590306396285692,24.728933493296307,0.2542317708333333,,,,,183.8375,274.82
156,159744,202.05,202.05,0.005984777584671974,19.032485087712605,0.5703198586901029,9.516524016857147,0.08219401041666667,,,,,184.4925,287.74
157,160768,181.05,181.05,0.006802012794651091,171.1745287577311,0.5531798998514811,85.58853483200073,0.08610026041666667,,,,,183.2175,300.65999999999997
158,161792,191.65,191.65,-0.0027861058867226043,69.4195122718811,0.551174983382225,34.70145797729492,0.02490234375,,,,,183.3,313.58000000000004
159,162816,176.6,176.6,-0.0021853575793405375,152.92476240793863,0.5614664554595947,76.4545799891154,0.06640625,,,,,183.4675,326.5
160,163840,161.4,161.4,-0.001040104931841294,32.470990578333534,0.5675466333826383,16.228779792785645,0.030598958333333332,365.1,27.486178344760845,335.0,411.0,181.7175,333.98
161,164864,180.65,180.65,-0.0031871078923965492,53.956575791041054,0.5655191193024317,26.96944550673167,0.15576171875,,,,,182.23,341.46
162,165888,183.45,183.45,-0.003896716283634305,50.95155310630798,0.5796636541684469,25.466083248456318,0.17919921875,,,,,180.64249999999998,348.94
163,166912,199.8,199.8,-0.0010320964114119608,97.57135200500488,0.5539250696698824,48.77910463015238,0.015625,,,,,180.31,356.41999999999996
164,167936,194.3,194.3,-0.001030437493075927,133.88555685679117,0.5428759728868803,66.93631903330485,0.03759765625,,,,,179.095,363.9
165,168960,201.3,201.3,-0.0008091459361215433,96.57982953389485,0.5466492647926012,48.2836397488912,0.06917317708333333,,,,,177.73,371.38
166,169984,183.2,183.2,0.0014039759989827871,21.063114841779072,0.5707240651051203,10.527254084746042,0.049153645833333336,,,,,177.1375,378.86
167,171008,197.75,197.75,0.002929069994327923,13.397309104601542,0.5913097163041433,6.695670465628306,0.07470703125,,,,,175.73250000000002,386.34000000000003
168,172032,200.05,200.05,0.001503862130145232,21.219244599342346,0.572238047917684,10.605403741200766,0.0400390625,,,,,175.20499999999998,393.82
169,173056,163.65,163.65,-0.003915797919034958,242.75518226623535,0.56679833928744,121.36800734202068,0.006184895833333333,,,,,178.3075,401.3
170,174080,153.15,153.15,-0.002922293536054591,177.35371843973795,0.5788643260796865,88.66814772288005,0.11783854166666667,365.4,19.053608582103287,339.0,398.0,181.325,397.695
171,175104,155.9,155.9,0.00019885424990206957,20.225234905878704,0.5767988910277685,10.107048412164053,0.005696614583333333,,,,,182.97,394.09000000000003
172,176128,174.6,174.6,0.00026085437275469303,52.55004700024923,0.58490967998902,26.2694354057312,0.06461588541666667,,,,,183.4225,390.485
173,177152,211.1,211.1,0.008623610367067158,35.29835216204325,0.5397343958417574,17.65240228176117,0.11214192708333333,,,,,184.76,386.88
174,178176,255.25,255.25,0.0005874395913754901,29.797364075978596,0.5537344689170519,14.89373211065928,0.018229166666666668,,,,,188.07750000000001,383.275
175,179200,226.05,226.05,-0.005718817197096844,192.40951029459634,0.5417961329221725,96.19361782073975,0.23014322916666666,,,,,189.6475,379.66999999999996
176,180224,221.2,221.2,0.0034943795762956142,76.89925146102905,0.5394495353102684,38.447725693384804,0.10367838541666667,,,,,190.605,376.065
177,181248,211.25,211.25,0.0002628289900409679,23.380159219106037,0.5583158656954765,11.684759259223938,0.048014322916666664,,,,,192.115,372.46
178,182272,189.25,189.25,-0.0020277693402022123,59.931690533955894,0.5650105426708857,29.958167751630146,0.138671875,,,,,191.995,368.855
179,183296,227.65,227.65,0.0004872305629154046,47.97827124595642,0.5621706570188204,23.98400131861369,0.051595052083333336,,,,,194.5475,365.25
180,184320,245.8,245.8,0.00046315141177425784,149.5762103398641,0.5784497211376826,74.78278334935506,0.018717447916666668,168.6,3.7202150475476548,163.0,175.0,198.7675,355.42499999999995
181,185344,214.4,214.4,-0.004979829303920269,191.0114517211914,0.5246600757042567,95.4955005645752,0.09293619791666667,,,,,200.45499999999998,345.6
182,186368,237.9,237.9,0.004280601434099178,51.46157058080038,0.5564874509970347,25.729500889778137,0.041015625,,,,,203.1775,335.775
183,187392,255.4,255.4,0.002423067344352603,145.71185715993246,0.567390946050485,72.85267766316731,0.0810546875,,,,,205.95749999999998,325.95
184,188416,242.5,242.5,0.0003121620199332635,150.77735233306885,0.5560571427146593,75.38342714309692,0.044108072916666664,,,,,208.3675,316.125
185,189440,271.7,271.7,-0.0008027393681307634,92.31019926071167,0.6008546327551206,46.14828864733378,0.07080078125,,,,,211.8875,306.29999999999995
186,190464,294.5,294.5,-0.0014459836917618911,94.03477080663045,0.5682493771115938,47.01025724411011,0.16357421875,,,,,217.45250000000001,296.475
187,191488,280.8,280.8,0.0018125129863619804,197.62742614746094,0.5603142231702805,98.8099234898885,0.054524739583333336,,,,,221.60500000000002,286.65
188,192512,289.85,289.85,0.0017407334720094998,86.65725024541219,0.5824584340055784,43.32454101244608,0.08561197916666667,,,,,226.09499999999997,276.82499999999993
189,193536,249.25,249.25,-0.004414488988307615,277.7232182820638,0.5957881932457288,138.85123825073242,0.18343098958333334,,,,,230.375,267.0
190,194560,186.7,186.7,-0.006053123778353135,84.51186037063599,0.5401948119203249,42.24447504679362,0.0712890625,500.0,0.0,500.0,500.0,232.0525,273.73
191,195584,220.3,220.3,-0.0011691551965971787,57.26488335927328,0.573988472421964,28.62553298473358,0.02734375,,,,,235.27249999999998,280.46
192,196608,255.0,255.0,-0.0001471145854641994,88.86062510808308,0.5906113709012667,44.42425926526388,0.035481770833333336,,,,,239.29250000000002,287.19
193,197632,227.9,227.9,-0.0029296250625823936,221.67411295572916,0.5437378336985906,110.82868925730388,0.023111979166666668,,,,,240.13250000000002,293.91999999999996
194,198656,250.65,250.65,-0.00558883574558422,103.90697542826335,0.5756096268693606,51.94214288393656,0.056315104166666664,,,,,239.9025,300.65
195,199680,259.1,259.1,0.003637996114169558,149.15255705515543,0.5679865851998329,74.57423559824626,0.08935546875,,,,,241.555,307.38
196,200704,205.45,205.45,-0.0023706496382753053,135.23317305246988,0.5895779132843018,67.60832023620605,0.060709635416666664,,,,,240.7675,314.11
197,201728,196.45,196.45,0.001373559469357133,188.0932248433431,0.5431880503892899,94.0425542195638,0.15673828125,,,,,240.0275,320.84000000000003
198,202752,191.7,191.7,0.0013248133473098278,78.36033153533936,0.5725863923629125,39.17576456069946,0.0849609375,,,,,240.15,327.57
199,203776,216.2,216.2,-0.0011850628070533276,115.36150741577148,0.5760433798034986,57.67380825678507,0.01904296875,,,,,239.57750000000001,334.3
200,204800,241.8,241.8,0.0004997060168534517,63.899929682413735,0.5997795189420382,31.944466590881348,0.054850260416666664,500.0,0.0,500.0,500.0,239.3775,350.87
201,205824,260.3,260.3,0.0022296333142245808,145.16026973724365,0.5998404324054718,72.5763651529948,0.023274739583333332,,,,,241.67249999999999,367.44
202,206848,271.75,271.75,0.0038184389704838395,129.95450655619302,0.5740315467119217,64.97533178329468,0.061360677083333336,,,,,243.365,384.01
203,207872,313.25,313.25,0.004119745494487385,81.39083210627238,0.5999501446882883,40.69353675842285,0.19661458333333334,,,,,246.2575,400.58000000000004
204,208896,311.85,311.85,-0.0033134561963379383,164.9705549875895,0.569800908366839,82.47626606623332,0.3846028645833333,,,,,249.725,417.15
205,209920,299.95,299.95,-0.005056525716402878,109.35428365071614,0.5873811865846316,54.66621128718058,0.04833984375,,,,,251.1375,433.71999999999997
206,210944,294.45,294.45,0.013912942803775271,47.82958976427714,0.5961397041877111,23.922746578852337,0.054361979166666664,,,,,251.135,450.28999999999996
207,211968,233.1,233.1,-0.0014350874892746408,308.7484982808431,0.5588569144407908,154.3672243754069,0.011393229166666666,,,,,248.75,466.85999999999996
208,212992,200.95,200.95,-0.002258849834712843,240.47963078816733,0.5382123639186224,120.23217296600342,0.09537760416666667,,,,,244.305,483.42999999999995
209,214016,211.35,211.35,-0.0004435198303932945,96.66755135854085,0.6016099577148756,48.327316443125405,0.005045572916666667,,,,,242.41,500.0
210,215040,176.95,176.95,-0.0025723802003388605,139.85711224873862,0.554755687713623,69.92043542861938,0.026529947916666668,498.9,3.3000000000000003,489.0,500.0,241.92250000000004,499.94500000000005
211,216064,204.35,204.35,0.0005712559601912895,121.62148253122966,0.5953430434068044,60.80535904566447,0.019694010416666668,,,,,241.125,499.89000000000004
212,217088,226.95,226.95,-0.0016133052995428443,120.09006690979004,0.5672884980837504,60.03774754206339,0.056315104166666664,,,,,239.7225,499.83500000000004
213,218112,260.4,260.4,0.0006779831213255724,86.78554519017537,0.5808174088597298,43.38764274120331,0.042317708333333336,,,,,241.3475,499.78000000000003
214,219136,286.55,286.55,0.0029086523378888765,144.28894392649332,0.6126441210508347,72.14125458399455,0.05126953125,,,,,243.14249999999998,499.725
215,220160,298.45,298.45,0.0020115717779845,53.42246341705322,0.5507783964276314,26.707735180854797,0.10139973958333333,,,,,245.10999999999999,499.6700000000001
216,221184,312.65,312.65,-0.00027162686455994844,146.24853356679282,0.5889997258782387,73.11810493469238,0.07161458333333333,,,,,250.46999999999997,499.61500000000007
217,222208,271.6,271.6,0.0006050710411121448,193.46811230977377,0.5404916306336721,96.72925615310669,0.08349609375,,,,,254.22750000000002,499.56000000000006
218,223232,233.85,233.85,0.0004052699077874422,177.03398068745932,0.5681532646218935,88.51171493530273,0.04248046875,,,,,256.335,499.505
219,224256,250.5,250.5,0.004110607939461867,96.73150332768758,0.5989982212583224,48.36387244860331,0.0439453125,,,,,258.05,499.45
220,225280,254.8,254.8,-0.007384035658712189,26.875035444895428,0.5698203643163046,13.424435496330261,0.22770182291666666,500.0,0.0,500.0,500.0,258.7,499.45
221,226304,246.6,246.6,0.004074441889921824,171.0802764892578,0.5937379275759062,85.53827492396037,0.08414713541666667,,,,,258.015,499.45
222,227328,274.3,274.3,3.370510724683603e-05,129.85539976755777,0.5770977189143499,64.92196313540141,0.03857421875,,,,,258.1425,499.45
223,228352,307.65,307.65,-0.0017370921947682898,91.0241813659668,0.5998540148139,45.50435463587443,0.20670572916666666,,,,,257.8625,499.45
224,229376,227.85,227.85,-0.009254148695617914,317.91004753112793,0.5453121612469355,158.9403165181478,0.22347005208333334,,,,,253.66249999999997,499.45
225,230400,200.1,200.1,-0.00338543268541495,221.56855710347494,0.5414728261530399,110.7754774093628,0.09505208333333333,,,,,248.67,499.45
226,231424,213.65,213.65,0.0016606475692242384,100.45789432525635,0.5675084094206492,50.2249325911204,0.0498046875,,,,,244.62999999999997,499.45
227,232448,186.3,186.3,0.010373289502846697,87.66770188013713,0.5828661570946375,43.83839623133341,0.07486979166666667,,,,,242.28999999999996,499.45
228,233472,227.85,227.85,0.002065081576195856,55.71554843584696,0.6026002491513888,27.853813608487446,0.02001953125,,,,,243.635,499.45
229,234496,186.8,186.8,-0.0032848536114518843,330.930669148763,0.5393508846561114,165.45665486653647,0.1259765625,,,,,242.40750000000003,499.45
230,235520,188.95,188.95,-0.0014559183813010652,44.044342597325645,0.5689601550499598,22.015025695164997,0.027994791666666668,500.0,0.0,500.0,500.0,243.00750000000002,499.50499999999994
231,236544,218.05,218.05,0.0007127875772615274,96.3479905128479,0.6096583853165308,48.168611447016396,0.08919270833333333,,,,,243.69250000000002,499.55999999999995
232,237568,236.15,236.15,0.0012016022422661383,134.54108238220215,0.5876385097702345,67.26586627960205,0.028483072916666668,,,,,244.1525,499.61499999999995
233,238592,223.0,223.0,-0.002993795477474729,175.62534459431967,0.55314369002978,87.80414787928264,0.0966796875,,,,,242.28249999999997,499.66999999999996
234,239616,268.75,268.75,-0.004926851950585842,57.00462977091471,0.5823936810096105,28.49156427383423,0.01513671875,,,,,241.3925,499.725
235,240640,294.85,294.85,0.0010908105953906972,51.77546532948812,0.5673736383517584,25.88314986228943,0.15885416666666666,,,,,241.2125,499.7799999999999
236,241664,308.05,308.05,0.007664067825923364,94.4970178604126,0.6105113302667936,47.25006786982218,0.10660807291666667,,,,,240.9825,499.8349999999999
237,242688,241.05,241.05,-0.0015710505346457164,190.89278507232666,0.5686819752057394,95.43913427988689,0.18440755208333334,,,,,239.45499999999998,499.89
238,243712,172.15,172.15,-0.009069965570233762,236.2442938486735,0.5199621443947157,118.10787677764893,0.20100911458333334,,,,,236.37000000000003,499.945
239,244736,132.1,132.1,0.0007034986823176345,48.229084730148315,0.5751806671420733,24.10949409008026,0.024576822916666668,,,,,230.45,500.0
240,245760,149.2,149.2,0.0008426889156301817,84.03344869613647,0.5801086649298668,42.01176595687866,0.021321614583333332,143.1,4.253234063627347,138.0,151.0,225.17,482.15500000000003
241,246784,161.25,161.25,0.028370515443384647,32.26734757423401,0.5339618449409803,16.15670472383499,0.17252604166666666,,,,,220.90249999999997,464.31000000000006
242,247808,191.3,191.3,0.002875317120924592,63.43943866093954,0.5289450387159983,31.717305024464924,0.11604817708333333,,,,,216.7525,446.46500000000003
243,248832,211.05,211.05,0.0029326174796248474,137.678684870402,0.5627910097440084,68.8366470336914,0.041829427083333336,,,,,211.92249999999999,428.62
244,249856,228.6,228.6,0.0024570280608410635,98.7906665802002,0.5809558356801668,49.39198064804077,0.041341145833333336,,,,,211.95999999999998,410.775
245,250880,239.9,239.9,-0.0035326904229198894,92.38203811645508,0.563547911743323,46.18185075124105,0.13118489583333334,,,,,213.95,392.92999999999995
246,251904,264.2,264.2,0.0014922883516798417,16.639297485351562,0.5815309112270673,8.315325518449148,0.047526041666666664,,,,,216.47750000000002,375.085
247,252928,215.2,215.2,-0.0033861567499116063,326.50329462687176,0.5795362616578738,163.2424637476603,0.0390625,,,,,217.92249999999999,357.23999999999995
248,253952,190.0,190.0,-0.005880978501712282,199.92707125345865,0.5531232332189878,99.95212268829346,0.09423828125,,,,,216.03000000000003,339.395
249,254976,175.5,175.5,0.0016797105005631845,87.0164605776469,0.5402841071287791,43.504506985346474,0.057779947916666664,,,,,215.465,321.55
250,256000,167.2,167.2,0.004546756972558796,39.99104913075765,0.5494033768773079,19.994577089945476,0.08610026041666667,299.3,163.90183037416026,161.0,500.0,214.3775,311.515
251,257024,190.2,190.2,0.002058713852117459,69.16793060302734,0.5625787079334259,34.58039848009745,0.08219401041666667,,,,,212.98499999999999,301.47999999999996
252,258048,233.1,233.1,-0.001275295236458381,142.4211212793986,0.593297099073728,71.20335229237874,0.04541015625,,,,,212.83249999999998,291.445
253,259072,254.35,254.35,0.0006379076900581518,69.87255517641704,0.5739151214559873,34.93117614587148,0.006673177083333333,,,,,214.4,281.40999999999997
254,260096,234.3,234.3,0.00060046068392694,159.78409258524576,0.5576296125849088,79.88707129160564,0.012532552083333334,,,,,212.6775,271.375
255,261120,199.3,199.3,0.0016119425805906455,163.66714731852213,0.5338486830393473,81.829847017924,0.08544921875,,,,,207.9,261.34
256,262144,203.5,203.5,0.0012493956407221656,71.3099266688029,0.579917478064696,35.65041287740072,0.016276041666666668,,,,,202.67249999999999,251.30499999999998
257,263168,207.25,207.25,0.006915068292679886,93.7370376586914,0.5932038848598798,46.86950174967448,0.052083333333333336,,,,,200.9825,241.26999999999998
258,264192,235.65,235.65,-0.0038305517130841813,133.71831194559732,0.5839612036943436,66.84948587417603,0.10791015625,,,,,204.1575,231.23499999999999
259,265216,279.5,279.5,-0.0005922380951233208,163.08433310190836,0.586150993903478,81.53571303685506,0.08154296875,,,,,211.5275,221.2
260,266240,271.2,271.2,-0.0013926812292387087,148.20064226786295,0.5790830925107002,74.09313901265462,0.018229166666666668,500.0,0.0,500.0,500.0,217.6275,239.04500000000002
261,267264,293.05,293.05,-0.0036987903295084834,133.56445026397705,0.579427108168602,66.77273273468018,0.10807291666666667,,,,,224.21750000000003,256.89
262,268288,242.8,242.8,-0.00011942904287328322,50.376713593800865,0.5722648749748865,25.182515064875286,0.024739583333333332,,,,,226.79249999999996,274.735
263,269312,232.35,232.35,-0.004014078644104302,77.7526969909668,0.5745536560813586,38.866589188575745,0.07340494791666667,,,,,227.8575,292.58000000000004
264,270336,208.5,208.5,-0.004285176071183135,237.1516316731771,0.5747775634129842,118.56578159332275,0.054361979166666664,,,,,226.85250000000002,310.425
265,271360,234.4,234.4,0.006798954486536483,82.35867341359456,0.5677944421768188,41.180458307266235,0.048502604166666664,,,,,226.57749999999996,328.27000000000004
266,272384,246.45,246.45,-0.00151719874702394,84.17556810379028,0.5767885719736418,42.080499490102135,0.21207682291666666,,,,,225.68999999999997,346.115
267,273408,249.1,249.1,-0.00657139893155545,40.9965623219808,0.5646723036964735,20.486062904198963,0.17333984375,,,,,227.385,363.96000000000004
268,274432,240.2,240.2,0.007458338358749946,109.89627806345622,0.5679994548360506,54.94991763432821,0.08902994791666667,,,,,229.89499999999998,381.805
269,275456,274.1,274.1,0.00225970734997342,52.35113477706909,0.6113987838228544,26.17171311378479,0.041341145833333336,,,,,234.825,399.65
270,276480,289.3,289.3,0.0014201713493093848,76.33445310592651,0.6033801312247912,38.162612756093345,0.05908203125,132.4,3.2,128.0,137.0,240.93,391.305
271,277504,274.5,274.5,-0.003374262674090763,205.67839241027832,0.5738319804271063,102.8300822575887,0.035970052083333336,,,,,245.14500000000004,382.96
272,278528,271.1,271.1,-0.0012662560911849141,31.778610626856487,0.5641765594482422,15.882397433122,0.029622395833333332,,,,,247.045,374.615
273,279552,293.85,293.85,0.004394568192462127,54.399736642837524,0.6075389658411344,27.198187311490376,0.045735677083333336,,,,,249.01999999999998,366.27
274,280576,271.35,271.35,0.0051709120549882455,281.36381276448566,0.6121376330653826,140.6809565226237,0.11214192708333333,,,,,250.87250000000003,357.925
275,281600,236.1,236.1,-0.0028649421486382685,114.3450403213501,0.5777339339256287,57.163877964019775,0.06608072916666667,,,,,252.7125,349.58000000000004
276,282624,208.7,208.7,-0.006873470963910222,132.85141849517822,0.5627935528755188,66.41320737202962,0.09684244791666667,,,,,252.9725,341.235
277,283648,215.3,215.3,-0.0006243038612107436,157.10739930470785,0.5831698427597681,78.54724359512329,0.18131510416666666,,,,,253.375,332.89
278,284672,237.15,237.15,0.0029365077692394457,91.90931002298991,0.5748673925797144,45.95184318224589,0.10970052083333333,,,,,253.45,324.54499999999996
279,285696,220.05,220.05,-0.00037187407724559307,314.9220511118571,0.5861004466811816,157.45479234059653,0.048665364583333336,,,,,250.47749999999996,316.2
280,286720,198.45,198.45,-0.003077983196514348,248.31498654683432,0.5207574057082335,124.14920743306477,0.15266927083333334,500.0,0.0,500.0,500.0,246.84,316.2
281,287744,210.0,210.0,-0.006739718179839353,123.52372805277507,0.5637654140591621,61.74948660532633,0.031901041666666664,,,,,242.6875,316.2
282,288768,210.0,210.0,0.003886317271584024,110.17023372650146,0.6160858670870463,55.0828423500061,0.07210286458333333,,,,,241.04750000000004,316.2
283,289792,192.15,192.15,0.003650486081217726,349.78705978393555,0.5693320110440254,174.89148648579916,0.010904947916666666,,,,,239.0375,316.2
284,290816,130.25,130.25,-0.001305214090583225,199.31906445821127,0.5107668278117975,99.65311940511067,0.11083984375,,,,,235.125,316.2
285,291840,144.8,144.8,0.001373574680959185,106.42002232869466,0.5789794251322746,53.20559477806091,0.021484375,,,,,230.64500000000004,316.2
286,292864,176.3,176.3,0.0024339709198102355,146.46863460540771,0.5994453107317289,73.2307578722636,0.0458984375,,,,,227.13750000000005,316.2
287,293888,204.55,204.55,0.004434954219808181,98.54290628433228,0.6068403621514639,49.26981933911642,0.12939453125,,,,,224.91,316.2
288,294912,231.55,231.55,-0.0019653071649372578,285.54491170247394,0.5828483377893766,142.7646608352661,0.06917317708333333,,,,,224.47750000000002,316.2
289,295936,254.0,254.0,-0.0033329554134979844,130.17335001627603,0.5600555340449015,65.07774130503337,0.07047526041666667,,,,,223.4725,316.2
290,296960,248.4,248.4,0.0007194136269390583,63.585601488749184,0.565260998904705,31.787867307662964,0.017252604166666668,500.0,0.0,500.0,500.0,221.4275,334.58000000000004
291,297984,248.4,248.4,0.0066251989143590135,74.4614044825236,0.6194110910097758,37.2311335404714,0.06282552083333333,,,,,220.1225,352.96000000000004
292,299008,229.35,229.35,0.002382855008666714,217.41429710388184,0.5804729163646698,108.70372645060222,0.014485677083333334,,,,,218.03500000000003,371.34000000000003
293,300032,264.35,264.35,-0.0016974445316009223,143.22938330968222,0.5807552213470141,71.60718568166097,0.011067708333333334,,,,,216.56,389.72
294,301056,254.5,254.5,-0.0011374064488336444,107.08484172821045,0.5516058380405108,53.5357673962911,0.015462239583333334,,,,,215.71750000000003,408.1
295,302080,255.4,255.4,-0.0023650816874578595,133.77016099294028,0.5790325328707695,66.87692515055339,0.0146484375,,,,,216.68250000000003,426.48
296,303104,254.1,254.1,-0.0007258199232940873,67.36883767445882,0.5824345548947653,33.67786840597788,0.013834635416666666,,,,,218.95250000000001,444.86
297,304128,261.5,261.5,-0.0029103290289640427,195.71315987904867,0.5737708583474159,97.84793202082317,0.037109375,,,,,221.2625,463.24000000000007
298,305152,244.0,244.0,-0.00021956779528409243,91.0642147064209,0.5584390436609586,45.52630376815796,0.04541015625,,,,,221.60499999999996,481.62
299,306176,288.7,288.7,-0.0010892803935954969,145.93433825174967,0.5666991646091143,72.96041170756023,0.10546875,,,,,225.0375,500.0
300,307200,234.0,234.0,-0.0020094845288743577,105.88797076543172,0.5547223885854086,52.93642783164978,0.06901041666666667,500.0,0.0,500.0,500.0,226.81499999999997,500.0
